mid,content,star,time
5010445242992149,"#农夫山泉#
猎巫农夫山泉，谁的流量盛宴？
01农夫山泉被推上“审判台”
当前农夫山泉遭受的网暴，已经演变成了一个非常可怕的局面，远远超出了正常的商业竞争范畴。
身处舆论风暴中央，农夫山泉微博已经多日没有更新，而自从3月1日后，农夫山泉抖音官方旗舰店原本每日正常的直播也戛然而止，东方树叶抖音官方旗店的停播时间更早，2月28日后便再也没有直播。
但沉默，在这个信息爆炸、舆论汹涌的时代，似乎并没有为他们带来预期的平静，不断有人在网络上恶意攻击、造谣传谣。
比如当扒出钟睒睒儿子是美国籍时，网络上立刻涌现出大量质疑农夫山泉这家企业民族属性的声音。“一边赚着中国人的钱，一边却让子女加入美国籍，这样的企业怎能称得上是爱国的？”、“购买农夫山泉不就等同于给美国人送钱吗？”、“我们应该抵制农夫山泉！”在相关视频的评论区里，类似的言论层出不穷。
暂且抛开农夫山泉这家企业自创立以来就深深扎根于中国，是无可争议的民族品牌这一事实。如果按照网络上某些极端言论的逻辑，仅凭“国籍”或“地域”来判断是否应该支持一个企业，那么像苹果、特斯拉、英伟达这样的国际知名品牌岂不是更应该遭受抵制？这显然有悖于市场经济的公平竞争原则。
还有博主将东方树叶的包装设计、广告宣传与日本和东印度公司牵强附会地联系在一起，无端指责农夫山泉在传播日本文化。更令人啼笑皆非的是，甚至连“农夫山泉”这个名字中的“农夫”二字都被这些人曲解为日本叫法。
而在农夫山泉上市前，即便有欧力士这样的日企认购，也不应该将其污名化，这是企业的正常融资行为，很多中国企业都有外国投资，利用外部融资，扩大生产本身也会产生更大效益，回馈地方政府税收和解决就业。
甚至一些人在股吧等社交平台上煽动情绪、制造恐慌，对农夫山泉的股价进行唱空。
尽管在经历了连续三天的下跌后，农夫山泉的股价曾出现过短暂的回升，但在东方财富网股吧里，“别硬撑了，下周至少跌10个点，立帖为证”、“赶紧跑，农夫山泉大势已去”等唱衰之声仍然不绝于耳。如他们所愿，农夫山泉的市值进入了下行通道。从3月1日至3月8日，8天时间下跌6.53%，市值已经蒸发326亿港元。
一波又一波地冲击下，农夫山泉的销量不可避免受到了影响。
拿农夫山泉抖音官方旗舰店来说，直播间一度很热闹，可大多是来骂人的。这让其销售额从以前日均10万-25万元，变成了5000到7500元，下降幅度超过90%。而从3月1日之后，该账号便再也没有开始直播。
线下，农夫山泉的经销商等也遭遇了同样的困境。有同时经营娃哈哈、农夫山泉等品牌的水站对凤凰网《风暴眼》更是表示，农夫山泉销量明显下滑。
这种局面的演变，已经超出了农夫山泉和很多人的预料。原本的商业竞争，似乎已经被不理智的情绪所裹挟，演变成了一场对农夫山泉和钟睒睒的猎巫。
所谓的猎巫，是借用中世纪的欧洲迫害女性的说法。人们以各种理由，将女性称为巫女，然后大肆逮捕，并将其送上审判台，拒不认罪的人甚至送上绞刑架。在封闭的社会空间，爆发的群体性歇斯底里，最终导致人人自危。
“农夫山泉风波”已经具备典型的猎巫特征。有些人甚至假借“爱国”之名，对其他人及其经营实施暴力指控，更有人以“爱国”之名，大肆举报商家卖日货，进行道德审判。不分青红皂白地，站在道德制高点的宣泄，不仅浪费了社会资源，还伤害了许多勤恳经营的个体户、小商家和企业家的心。
02谁的流量盛宴？
这波汹涌的舆论狂欢背后，还有一股力量不可忽视，一些“吃爱国流量饭”、“做爱国生意”的人，瞅准机会，将追捧娃哈哈、踩低农夫山泉的宣泄做成一波流量生意。
“1.2元的农夫山泉，我们不卖了，我觉得做生意一定要有些温度，所以农夫山泉的所有产品我都不买了，全力销售宗老的娃哈哈。” 3月4日，一位在县城做小时达店铺的商家，在镜头前这样宣布。
这条视频，在他主页的众多内容中脱颖而出，点赞量飙升至662，而此前，他的视频点赞量往往只有个位数。
或许是尝到了流量的甜头，3月5日，他又发布了第二条关于农夫山泉的视频，视频中的他把农夫山泉和苹果手机扔向一旁，嘴里说着“农夫山泉我也不买了、苹果手机我也不用了，要喝就喝娃哈哈”，视频又获得了100多个点赞。
从第一条关于农夫山泉视频发布后到3月8日，他一共开了12场直播，销售零食、鲜花等商品。
网上更是出现许多新开设的视频账号，命名为“娃哈哈——国货云仓1”、“娃哈哈工厂——云仓”、“娃哈哈-国货饮品”等，这些新开设账号，通常开设时间很短暂，却在几天时间里，已经直播8场。
收起
d",49,03月10日 18:31
5010444823040213,"大家还在喝农夫山泉吗？
#农夫山泉#",赞,03月10日 18:29
5010441797633025,"#娃哈哈#
#农夫山泉#
我感觉爱国可以，但是搅浑水的人，利用我们爱国情绪挑唆对立的才算是坏的。",1,03月10日 18:17
5010440403551390,"#农夫山泉#
这种闹剧真的可以这么轻而易举地愚弄到人不可思议",赞,03月10日 18:12
5010440264090059,"#农夫山泉#
每日一问，农夫山泉倒闭了吗？朋友们，大家要给力啊，团结一致，早点送走农夫山泉不好吗？总不能让他变成子弹打咱们？",赞,03月10日 18:11
5010440192789627,"乳化了！必须封杀
#农夫山泉#",1,03月10日 18:11
5010439254312951,"超市逛了一圈，农夫山泉还好，没看出有什么影响，只是在搞特价..
#农夫山泉#",45,03月10日 18:07
5010438790316456,"#农夫山泉#
以后这家企业以后就是美国人接手，以后就是美国企业。这没错吧，以后农夫山泉还是不要买了",赞,03月10日 18:05
5010438553078039,"#农夫山泉#
这年头上网的门槛太低了，总结一句，一定要带脑子上网。被一堆水军哇哇两句，就开始跟风了。",赞,03月10日 18:05
5010437821435935,"因为便利店卖农夫山泉产品，女老板遭受男子指责，说鄙视卖日本东西，歇歇吧。
#农夫山泉#
#日本货#

L
潇洒友A的微博视频",59,03月10日 18:02
5010435275493290,#农夫山泉#,4,03月10日 17:52
5010434897744308,"“爱国贼”们急于从企业设计、包装、名称，甚至到新华字典里去寻找，想要证明除了自己之外的所有人都在卖国，想要搞死所有企业和所有人。
查看图片
//
@壹零壹捌露西
:保护守法经营的民营企业和民营企业家！还农夫山泉一个公道！
#农夫山泉#",4591,03月10日 17:50
5010433130627324,"#农夫山泉#
网上一些打着爱国主义旗号的群体攻击一个合法的企业，误导社会舆论，蛊惑妖魔化人心非常值得警惕！这是一种网络霸凌企业行为。应该受到法律的追究。
#我和我追逐二十多年的法治梦#
#每日一呼#",赞,03月10日 17:43
5010432953419109,"在此之前，我买瓶装饮用水时都是随便哪个品牌，但从现在开始，我会只选
#农夫山泉#
，理由有两个：
其一，攻击它的人没有指出它有质量问题。
其二，为了和那些为了蹭流量而兴风作浪的爱国生意人唱反调。",赞,03月10日 17:42
5010432835715796,"让更多人知道！
#农夫山泉#
必须滚出中国，他还有很多产品！",3289,03月10日 17:42
5010432760217655,"#农夫山泉#
中国的民粹太厉害。 就怕一些人，u型锁，民粹主义，打着爱国主义。去害中国企业。  跟前几个月，战马行动一样，祸害中国，扰乱中国市场。 扰乱中国市场，必须严惩 。 国家必须要出击，严厉打击这种祸害中国，破坏中国，扰乱中国市场，必须严厉打击。。。",1,03月10日 17:42
5010432273941942,"#农夫山泉#
中国的民粹太厉害。 就怕一些人，u型锁，民粹主义，打着爱国主义。去害中国企业。  跟前几个月，战马行动一样，祸害中国，扰乱中国市场。 扰乱中国市场，必须严惩 。 国家必须要出击，严厉打击这种祸害中国，破坏中国，扰乱中国市场，必须严厉打击。。。",43,03月10日 17:40
5010431988466968,"#农夫山泉#
今天去便利店买水，我说有没有怡宝或者娃哈哈，老板说除了农夫山泉啥也卖，我没接话，老板再没说什么，付了钱直接赶路。对喝什么水都没啥感觉，只是有点看不惯美国人。",赞,03月10日 17:38
5010431620678498,"开放不能变成漏洞百出！
#农夫山泉#
#改革开放#
#恒大#

层出不穷的通过移民获取外国国籍，然后向境外转移财富、把巨额债务留给国内的事件，都在提醒我们:
开放不能变成漏洞百出！
脱离治理体系的完善和治理能力的提高，片面地鼓吹“开放的大门只会越来越大”，完全是对国家和人民大众不负责任的做法，完全是在为不法群体的违法犯罪提供方便。
收起
d",2,03月10日 17:37
5010431439278399,"#农夫山泉#
以后支付宝也别扫福了，直接扫🇯🇵国旗分红包，一周之内就能扫除国内所有的日本元素
你们这帮sb民粹主义",赞,03月10日 17:36
5010430617194213,"在一个真正的法治国家，判断一个企业的好坏就是它没有违法。而不是其他玩意。依法成立，依法经营的企业就应该受到中华人民共和国法律的保护。不管外资还是内资，农夫山泉也不例外。
#农夫山泉#",赞,03月10日 17:33
5010429304900649,"给哈佛大学捐款一个亿、给日本捐款5000万、给甘肃省捐了24000瓶水（有网友推算，这24000瓶矿泉水要是按照市场价换算成钱，那也只有4.8万元）。
#农夫山泉#
可以出来辟谣。",862,03月10日 17:28
5010429301231801,"当你被一群没有道德底线的恶犬捧为圣德的时候，也是危险来临的时候，如果没有足够的智慧去应对，那么毁灭的进程就开始了。
#农夫山泉#
记录一下待将来。",赞,03月10日 17:28
5010429252211792,"#农夫山泉#
之前一直买农夫山泉，从之前福岛桃事件开始，后来我就不买农夫山泉，农夫山泉之所以会被消费者抛弃，他们的营销方案太差了，世界已经变了，他还打着日本的旗号营销，不被中国的消费者抛弃才怪呢！",1,03月10日 17:28
5010428599733989,"#农夫山泉#
中国的民粹太厉害。 就怕一些人，u型锁，民粹主义，打着爱国主义。去害中国企业。  跟前几个月，战马行动一样，祸害中国，扰乱中国市场。 扰乱中国市场，必须严惩 。 国家必须要出击，严厉打击这种祸害中国，破坏中国，扰乱中国市场，必须严厉打击。。。",5,03月10日 17:25
5010427790495558,"农夫山泉钟睒睒说:我知道房地产可以一夜暴富，但是我不喝酒，不会打交道，所以选择做矿泉水。
#钟睒睒#
#农夫山泉#

L
麒炜投资的微博视频",108,03月10日 17:22
5010427251787874,"那么有钱，不搞你搞谁？钟老板，机灵点了，该捐就捐了吧。
#农夫山泉#",2,03月10日 17:20
5010426938526099,"这是真的吗？只知道董事长的儿子是🇺🇸国籍，这捐款的事儿有点儿离了大谱了
#农夫山泉#",14782,03月10日 17:18
5010426509394881,"#华为#
#农夫山泉#
以后谁敢说中国人没有想象力的，我都不信，有些人的想象力大到让你无法相信。",赞,03月10日 17:17
5010426250920691,"最近农夫山泉和娃哈哈的风有点大，别问我怎么看，我都是直接喝，好喝就行跟爱不爱国有啥关系
#农夫山泉 娃哈哈#
#农夫山泉创始人曾是娃哈哈代理商#",赞,03月10日 17:16
5010425821531624,"#农夫山泉#
//
@ameng0517
:农夫引导舆论导向的能力强大，成功把福岛水蜜桃事件淡化，带到了民粹主义上去
（韩联社9日报道称，韩国食品安全机构8日表示，在计划进口到韩国的日本糖果产品中，检测出少量的放射性物质铯。）",934,03月10日 17:14
5010425783520549,"农夫山泉钟睒睒说:是宗庆后给我了机会！他渠道比我强，但战略决策不如我。
#钟睒睒#
#农夫山泉#

L
麒炜投资的微博视频",25,03月10日 17:14
5010425236162177,"#谁在围剿农夫山泉#
#农夫山泉#
中国的民粹太厉害，可以害死人一家企业。到最后只有一个字，亡。
就怕一些人，u型锁，民粹主义，打着爱国主义。去害中国企业。  跟前几个月，战马行动一样，祸害中国，扰乱中国市场。 扰乱中国市场，必须严惩 。
国家必须要出击，严厉打击这种祸害中国，破坏中国，扰乱中国市场，必须严厉打击。。。
收起
d",赞,03月10日 17:12
5010424764302922,"#农夫山泉#
今天这场公关战花了不下十个亿吧
我们有的是时间跟你们耗。你花的是钱，我们是民心所向。抵制鬼子文化，振兴民族品牌。",1,03月10日 17:10
5010424325739414,"#农夫山泉#
中国的民粹太厉害，可以害死人一家企业。到最后只有一个字，亡。
就怕一些人，u型锁，民粹主义，打着爱国主义。去害中国企业。  跟前几个月，战马行动一样，祸害中国，扰乱中国市场。 扰乱中国市场，必须严惩 。
国家必须要出击，严厉打击这种祸害中国，破坏中国，扰乱中国市场，必须严厉打击。。。
收起
d",赞,03月10日 17:08
5010422967830686,"背后一定有只黑手在暗中,网上某些短视频的拍摄者真是哗众取丑。别人爱喝哪个品牌的水是别人的自由，不要混淆视听！不要混淆概念！
#谁在围剿农夫山泉#
#农夫山泉#",1,03月10日 17:03
5010422784858210,"#农夫山泉#
找口碑超级差的凤凰财经写公关文也是一个败笔。
说什么苹果，特斯拉，英伟达该不该抵制？问题是中国没有发生抵制这三个品牌的事啊。你们该去问问米国，为什么抵制华为，为什么抵制中国电动车，为什么抵制新疆棉。",1231,03月10日 17:02
5010421352764101,#农夫山泉#,2850,03月10日 16:56
5010421151437188,"钟闪闪，当您还认为我们国人踩着您的农夫山泉时，那么您的格局呀，也实在太小了，您失去的就是人心，经商呢，就像打仗，得到人心者得到世界，我们中国人团结一致，大家呀，尤其看不惯那种吃着国人饭，砸着国人碗的行为，世界上哪有这么好的事情，我不会捧场农夫山泉的，既然你敢明目张胆的售卖，为什么不能说。中国呢？自古就是明辨是非的礼仪之邦，我们展现的是大国的风采，支持民族企业的复兴，传承中华文化精神，争创民族自己的品牌。
#农夫山泉#
#正能量#

紫鹊界罗阿哥带你看世界超话
#紫鹊界罗大哥带你看世界#

L
紫鹊界罗阿哥带你看世界的微博视频

收起
d",26,03月10日 16:55
5010420557414453,"#农夫山泉 娃哈哈#

@凤凰网财经
什么狗粮都敢吃，农夫山泉从一个所谓民族企业变成了一个美资企业，跟苹果特斯拉和英伟达是一类吗？老百姓也没反前三家企业啊，为米国高校大笔捐款，为日本灾难大笔捐款，却只为中国灾难捐几瓶水
饮料包装还走日系和风，邪恶攻击排挤哇哈哈，还欺骗国内百姓说是民族企业？你们还舔着脸给三拳洗地？滚吧
收起
d",赞,03月10日 16:53
5010420521239606,"荒唐的巨婴，滑稽的抵制
#农夫山泉#
#内容过于真实#
#你怎么看#
#细思极恐#
#谁在围剿农夫山泉#

2
天津·天津财经大学

L
赵予说的微博视频",8,03月10日 16:53
5010417997578312,"#农夫山泉#
国家管好国内资产的跨境流动不就好了，就算他儿子是美籍，绝大部分钱也只能在国内；农夫山泉这个业态也只能在国内发展，大家可以因为产品不好不买农夫山泉，但是因为各种文宣影响自己的想法就没太大必要。",赞,03月10日 16:43
5010417702929457,"【海聊2140】宗馥莉不会启动这种猎杀
捧娃哈哈、踩农夫山泉这事，不是宗馥莉旗下或钟睒睒旗下发动的，而是第三方。
这个主要的第三方，一是“左翼、反日、爱国”者；二是“流量获利为王”者；三是“与农夫山泉有宿怨”跟进者。
浙官、浙商在这方面是团结的，这是涉及整个池塘的事。整个池塘不搞好，没有任何一条鱼可以活。
浙江经济搞不上去，中国就少个屈指可数的奶妈。
有人总以为那些财政转移项目的钱是从天上掉下来的，错了。要保持货币币值稳定，要么用真金白银，要么央地发债劵，就两条路。
#娃哈哈#
#农夫山泉#
#猎杀#

收起
d",赞,03月10日 16:42
5010417321772715,"#谁在围剿农夫山泉#

#农夫山泉#
//
@hsingyu
:农夫山泉为什么要抵制，美国议员已经给出了理由",353,03月10日 16:40
5010416805874223,"保护守法经营的民营企业和民营企业家！还农夫山泉一个公道！
#农夫山泉#",4591,03月10日 16:38
5010416579645397,"#农夫山泉#
我只想问钟墅子一句，如果中美开战，你是为美国尽忠，还是为你父亲尽孝",2,03月10日 16:37
5010416189048304,"#农夫山泉#
还有这个事情？2009年11月24日海口工商局检测农夫山泉饮用水总砷含量超标。
微博正文

L
一代宗师陈廷龙的微博视频",赞,03月10日 16:36
5010415719026706,"你说说，你们一天天的累不累啊，我做个视频都没有这么“用心”过！你们是真“敬业”！我拍视频到发视频用不了1小时！你编这句话不得折腾一天呀！
奉劝那些网络的无脑喷子，有这样好的“文采”和“智商”最好都用到正道上！
家里吃饱穿暖比啥不强？非要一天天的怼天怼地怼空气！
行，就为你这长篇“诗句”，我也“尊重”的回敬你几句。
#理想MEGA#
#农夫山泉#

@大陆LL

@TangSenBro__东土大唐僧

@电咖斯基

@金陵无限好

@李想

@贝夫司机

收起
d",1,03月10日 16:34
5010415071267741,"把新东方走过的路走一遍？空头发达了
慕了
#农夫山泉#
股价41，净资产2块，还有很大的向下空间",赞,03月10日 16:31
5010414088225798,"#农夫山泉#

农夫山泉这个事值得研究，各平台视频博主们争先恐后得捧一个踩这个，喊打喊杀且甚是安全，收获或者收割大批流量，有人说这叫网曝，那报案能立吗？如不能立，还能叫网曝吗？能叫什么现象呢？这局怎么破呢？那个部门应该管理或者引导？",47,03月10日 16:27
5010413475595831,"哇哈哈4.5L饮用纯净水   10元
怡宝4.5L饮用纯净水       6.5元
农夫山泉5L饮用天然水   7.8元
娃哈哈icon的包装最漂亮
怡宝的最便宜
农夫山泉的最有名
让你选，你哪个？
#农夫山泉#",6,03月10日 16:25
5010411495101767,"#农夫山泉#
#哇哈哈#
#谁在围剿农夫山泉#",赞,03月10日 16:17
5010411474125438,"#农夫山泉 娃哈哈#
之前，一直首选农夫山泉。
首先那句“大自然的搬运工”文案绝了，一直占据我的心。
其次蛮喜欢它家水的味道，有种回甘，特别。
之后，娃哈哈，也建议家人选娃哈哈。
倒也不是因为那些包装图案瓶盖等纯属欲加之罪、极端或蠢坏的说法，而是因为实验人对娃哈哈的认同，大家将其做为标准实验水，水质纯，含量准，一如其产品说明。
做为消费者，最重商家的责任心与诚信。
实际产品参数与产品说明书展示给受众的参数必须完全一致，这就是商家的诚信。但很多厂家做不到。
货有三六九等，客户需求也有三六九等。
A货A价，B货B价，就是诚信。
为了牟利，把C货标成A货卖A价，是很多商家的套路。
我的需求也有三六九等，我也买C货，前提是我知道它是C货是C价，而非D货伪装成C货卖C价。
所以，娃哈哈童叟无欺明明白白的产品参数很诚信、很有社会责任，令人安全安心。
其他品牌，不懂怎样，包括农夫山泉。最好让第三方验验。
收起
d",1,03月10日 16:17
5010410745628189,"#威海生活#
#威海#
#农夫山泉#
#哇哈哈#

变的路上
觉醒先行
思想为前
行动为基
2
威海",赞,03月10日 16:14
5010410710766268,"#农夫山泉#
农夫山泉的水，你开了以后，再拧回去，你放一段时间喝就会有异味发臭。别的水，无论怡宝、娃哈哈、百岁山、这些都不会。不知道大家有没有这样的经历。因为我们这里超市没有卖娃哈哈的大瓶纯净水，都是农夫和怡宝和百岁山的。所以我买都是百岁山的，那个泡茶可以。开了多久喝都不会变质。",2,03月10日 16:14
5010407514964387,"哎对，就这样搞，这样搞比较容易吸引外资。
#农夫山泉#",4591,03月10日 16:01
5010406355502832,"玛德尖叫也是农夫山泉的
#农夫山泉#",1,03月10日 15:57
5010406133468787,"#农夫山泉#
这几年开始使用国货了，并没有很差。崇洋媚外真的是病",1893,03月10日 15:56
5010405498290733,"喝娃哈哈嘛，喝的是一种缅怀、情怀、一种信仰。支持国货､支持民族品牌､支持娃哈哈

紫鹊界罗阿哥带你看世界超话
#紫鹊界罗大哥带你看世界#
#农夫山泉#

L
紫鹊界罗阿哥带你看世界的微博视频",3,03月10日 15:53
5010398638247292,"请继续折腾，大家失业了一起吃观音土呀
#农夫山泉#

@人民日报",赞,03月10日 15:26
5010398281730085,"@农夫山泉
这是什么情况我请问呢？
#农夫山泉#
同一个包装颜色不一样味道也不一样",2,03月10日 15:25
5010397276932308,"农夫山泉股价连跌三天，市值蒸发三百个亿。
#农夫山泉#
#娃哈哈#
#日本#

O
网页链接",1,03月10日 15:21
5010396425488430,"如果不搞一个类似“实践是验证真理的唯一标准”一样的全社会大讨论，纠正现在的风气并形成共识的话，民族主义倾向会越来越严重，最终滑入深渊。这个时代已经没有时间和空间让我们再犯一次当年的错误了。
#农夫山泉#",赞,03月10日 15:17
5010396349727549,"#农夫山泉#
同样是水，为什么农夫山泉的保质期长，看不懂？？",赞,03月10日 15:17
5010394959839735,"从今天起，我抵制和购买
#农夫山泉#
这家企业的任何产品！因为我讨厌它！我今后的生活拥抱
#娃哈哈#
！
。。。",赞,03月10日 15:11
5010394597294097,"笑死//
@重生之我是DirkDiggler
:应该让文心一言去学习永乐大典
#农夫山泉#

#哇哈哈#",7182,03月10日 15:10
5010394130943466,"应该让文心一言去学习永乐大典
#农夫山泉#

#哇哈哈#",7182,03月10日 15:08
5010393686606234,"#农夫山泉 娃哈哈#

娃哈哈和农夫山泉的事儿越来越火爆，都成了流量密码，其实这个事情很简单，主要就是利益之争
特别类似阿里巴巴和拼多多的商战，双方互相抄对方的后路
拼多多走的农村包围城市，深耕下沉市场超越阿里；2024阿里强势回归抄拼多多的后路开始战略合作源头工厂
娃哈哈和农夫也一样。娃哈哈宗老走的是“联销体”的路线，特别类似双汇的线下经销体系。一个厂家大区管理很多家经销商，负责给经销商派任务，压货。具体业务，比如开发终端都是经销商的事儿。
因为这事儿我熟啊。我在北京房山也有一家商贸公司，叫永安康乐，这边的朋友大街上会经常看到印着康乐公司logo的厢货，这个区域的双汇、伊利、百事等很多我就是独家代理。不过现在这块业务越来越难做，陆续淡出了
娃哈哈呢，人少，皇权不下乡，就是交给经销商去打理了
农夫山泉也要抢渠道，怎么办。钟总走的是类似上个世纪90年代三株口服液的路线，那就是人海战术，支部建在连队上，那真是卡住了咽喉。
具体做法是，每个地区，我都有一个团队，这个团队负责扫街，开发，陈列，帮助终端小卖店儿卖货做销售。经销商就是个傀儡，只负责给农夫山泉打款，货到了放在自己仓库里，然后等农夫的业务给单子，送货。
这样的结果就是终端陆续被农夫蚕食了，娃哈哈部分认真踏实有实力的经销商还好，还能掌握着终端，但实力一般的陆续就被农夫山泉的人海战术淹没了。以我为例，双汇的业务当时就经常过来压任务，压库存，导致后来我看到厂家业务就想扇他几个大嘴巴子
终端夫妻店、小卖店基本有奶就是娘，什么挣钱什么省心就卖啥，厂家给点政策送点东西立马就把好的陈列位置堆头之类的给你。也就造成了娃哈哈被农夫山泉后来者居上了。
现在正好是遇到娃哈哈的事情，自媒体推波助澜，也在恰流量饭。大家知道这个事情的底层逻辑就好。
收起
d",41,03月10日 15:06
5010392141008689,"#谁在围剿农夫山泉#
有必要吗？赈灾捐水24000瓶，也是第一次知道…
#农夫山泉#
是不是真的？只捐了24000瓶水？",1,03月10日 15:00
5010391983460494,"咱今天来说说
#农夫山泉#
这个事。。其实我对农夫山泉矿泉水还挺喜欢的。。倒不是它有点甜，纯粹是它包装好，颜控。。但我同时厌恶它旗下的一些产品，例如茶π、尖叫和农夫果园。关于
#男子称农夫山泉产品包装媚日#
这事，说实话，我一直不认为它能上升到媚日这个高度，因此我一直不想聊这个。但最近有人很恶心，网上一批人给抵制农夫山泉的人扣帽子。甚至有人把这事扣到哇哈哈上面，
#谁在围剿农夫山泉#
这我就不能忍了。说难听点，就是个傻   瓜坐在哇哈哈位置上，也不会在这个时候去给农夫山泉添油，她只需要坐在那里看就可以了，这点很难看明白吗？这么说的人就是坏嘛，拉下来一个农夫山泉不够，还想把哇哈哈拉下水嘛，就是想把水搞浑嘛。很多人不知道，农夫山泉这个有点甜，可是得罪了几乎当时所有的瓶装水企业，给它上眼药还需要哇哈哈？当年那事刘XX确实就是做的不对，搁现在甚至都属于违法竞争了。你要说这个事件，背后没人，我是不信的，大概率就是一个或者一堆人借着这个舆论口子狠狠地踩。唯独不会有哇哈哈，这是基本可以肯定的。那么这事农夫山泉冤吗？有啥冤的。我们先来说说包装这事，其实是个正常人，就能看出来，农夫山泉就是用日本元素营销嘛。什么茶π的π，那符号放在那里就是让你联想到鸟居和日造汉字的，正常的中文语境茶跟π就搭不上嘛。东方树叶的那个关于茶的说明，更直接了，农夫山泉还出来解释那个塔是中国寺庙，又不瞎。。那个鲤鱼旗也都是日本标志性很强的元素。你要说这些东西难道中国没有吗？日本文化不就是从中国传过去的吗？这就属于掩耳盗铃了，属于强词夺理了，属于把大家的智商放在地上摩擦摩擦再摩擦了。农夫山泉用日本元素宣传，这玩意就没啥好争论的，板上钉钉的嘛。但我不认为这就属于媚日，我认为这最多就是商业行为嘛。针对的就是85—95这些人做的营销嘛。其实85—95这个年龄段，看着日本动漫，玩着日本游戏长大的，很多都哈日，农夫山泉的这些产品就是针对这个搞的营销嘛。说难听点，75—85这批人也一样嘛，这批人哈欧美，所以你看那个时候的产品，什么奥克斯、波司登、苏泊尔，也都有蹭欧美元素的嫌疑嘛。可现在时代变了啊。随着中国国力的增长，国货的崛起，传统文化的魅力越来越得以展现，现在的年轻人 ，喜欢的是中国元素。你看西安大唐不夜城的火爆，潮州十亿人看英歌舞，中国风歌曲的流行，唐装马面裙等传统服饰的随处可见，还有各种中国元素的影视作品的爆发，都能证明这点。聪明的产品早就开始用国风元素营销了，比亚迪为什么把车命名唐、秦、宋？满街的茶颜悦色、沪上阿姨，我上个月去潮州还专门买了个熊猫奶茶它不潮吗？古风服装品牌店越来越多越来越大。就算是喜茶与佛联动这种失败的案例，也比你还守着日本元素在那里营销强吧？而农夫山泉显然还没有意识到这一点，没有及时更改包装，改变营销策略，这其实就是他们整体战略的失败。再加上最近几年小日子小动作不断，激起有血性的中国人的反感，穿个和服都能被骂上热搜，而农夫山泉依然还沉浸在它那有点甜的优越感之中。现在由一个偶然事件引爆舆论，偏偏还有一堆人在那里虎视眈眈，因此陷入不复境地，有什么值得冤枉的？我说就是活该嘛。农夫山泉还走了一步臭棋，反咬网友什么小粉红？什么吃爱国饭。这波操作简直犯众怒，把本来不想下场的路人全卷进来了。你要知道，这是在中国，这是在我们的土地上，你用着对我们好感度为零的日本元素在营销，现在还要用这种语境来堵我们的口，是个中国人都受不了， 你不是媚日都媚日了。说实话，假如一开始农夫山泉就站出来，承认用日本元素营销的错误，承诺马上更改包装，姿态放低，这事可能就闹腾一下，过段时间就平息了。现在好了，变成双方大论战，立论被越拔越高，这事就不是几天能平息下来的了。再加上一群二五仔、行走五十万和敌特弯弯港独在那里煽风点火，在拿各种图案扯也是日本元素要不要也封杀这样的话术，在扯民粹主义，扯这扯那，就是把问题扩大化模糊化嘛，看着像给农夫山泉在说话，其实就是拱火嘛，把农夫山泉彻底推向人民对立面嘛。农夫山泉这次估计很难甜起来了。关于刘XX的儿子美国籍那事，其实以前也发酵过一下下，但很快就下来了。说实话，大家对于企业家家属改换国籍这事，虽然气愤，但也见怪不怪，如果单纯这事，很快热度就下来，关键还是用日本元素营销又认不清形势，甚至还想着反咬一口，结果就是现在这样了。
收起
d",赞,03月10日 15:00
5010390872755150,"#农夫山泉#
笑死了，标准的🇯🇵人长相😂😂
#农夫山泉#",1,03月10日 14:55
5010390528298068,"#农夫山泉#
下次喝娃哈哈",赞,03月10日 14:54
5010390125906831,"#农夫山泉#

#凤凰财经#
所言甚是我意
//
@时光不语qiqi
:问题是农夫山泉是不是“委屈”？",3654,03月10日 14:52
5010389797964389,"#农夫山泉#
明天开盘必跌三个点以上
干死小日子",赞,03月10日 14:51
