Text,User Name,Gender,Agree,Disagree,IP Address
恭喜🎉,,Gender.UNKNOWN,0,0,江苏
你放下了，那我要放进去咯,,Gender.MALE,0,0,吉林
？,毛燥绅士,Gender.MALE,0,0,云南
3,,Gender.MALE,0,0,四川
女人是激素生物，不对你上头就是无缘。等一个对你上头的女人吧，到时候自然就放下了。,bus_hunter,Gender.MALE,0,0,河南
“不是对你没感觉，是你没开保时捷啊，人生如戏啊兄弟”,,Gender.UNKNOWN,1,0,湖北
你没有删除键吗,ok做未必爱,Gender.MALE,0,0,河南
两个人加起来还没我鞋码大,小尘寂,Gender.FEMALE,0,0,广东
自己波涛汹涌，对面风平浪静,,Gender.MALE,0,0,辽宁
楼主也不抱其他希望了，只是纪念一下自己的青春，出了大学就没纯粹的爱情了吧,,Gender.MALE,0,0,湖北
挠弹，你这不叫爱情，叫单相思,安安安排上课,Gender.UNKNOWN,0,0,
逆天头像,不系凉凉枪,Gender.MALE,0,0,河北
我直接倒序看大结局,徐大帅狮子,Gender.MALE,0,0,山东
3,heartNITIAN,Gender.MALE,0,0,贵州
做朋友可以一起睡吗？,永远的亡灵书,Gender.MALE,0,0,河南
3,炒香菜别放芫荽,Gender.MALE,0,0,广东
吊着罢了，女的也不是喜欢但你朋友，单纯享受那种被追捧的感觉而已。一样经历过，这种十几年的其实不能叫感情了，叫执念，是一种心理上的成瘾现象，我的建议是克服，该干啥干啥，找点事情做，实在不行就打搅，有效缓解亲测有效,张云猛windy,Gender.MALE,0,0,广东
3,法外狂徒老,Gender.MALE,0,0,广东
脑残，仙女就等着跪舔呢,无我佛祖,Gender.UNKNOWN,0,0,浙江
除了她之外，楼主前20年还挺精彩了，全国各地都有可以直接打电话的好哥们，还有我的爸爸妈妈，他们尽他们力所能及给我最好的了，说真的，想研究生毕业工作挣钱了就不要结婚了，不可能相亲的，不可能当接盘侠的，把父母养好，带他们环游世界，和哥们喝酒打游戏，到40岁有经历基础了去领养一个，不知道我这样想对不对。。,,Gender.MALE,2,0,湖北
不是哥们你单身怎么领养,life狂暴霸王龙,Gender.UNKNOWN,0,0,
没必要过于悲观，好女孩还是很多的，太排斥的话反倒会让你错过一些可能很好的缘分。,,Gender.UNKNOWN,0,0,
逆天,,Gender.UNKNOWN,0,0,湖北
我一直认为孙吧的三观是最正的，现在看真的名不虚传，。给楼主许多好建议和批评，楼主都接受并感谢，放心，我真的放下了,,Gender.MALE,8,0,湖北
找其他妹妹，不要让我们看不起你,chenwwcom143,Gender.UNKNOWN,0,0,
赶上直播了,,Gender.UNKNOWN,0,0,
看完了lz的经历，你只不过是对她有执念而已，你俩一点也不合适，没在一起对谁都好，还能留点遗憾，多看看别的女孩子吧,,Gender.UNKNOWN,0,0,
你放下了，我还没放下，赶紧多放点纪录片給哥们爽一爽,毕无墨,Gender.UNKNOWN,0,0,
"说实话我也追了一个女生三年 得到的经验就是女的只会找比前男友帅的要么就找帅哥 你样貌平平是没任何机会的三年为了白月光我拒绝了五六个女生 只可惜白月光的前男友比我帅 最逆天的就是他说他喜欢上了一个帅哥
明知碎梦难以复 为何长念梦中人",醉之清明,Gender.MALE,1,0,上海
在17 18这个年纪 至少我觉得在上海很少有女生会在意你有没有钱 他们只会在意你帅不帅 帅不是自己定义的 是女生定义的 你对他有多好都没一点用 这个年纪的女生就只在意帅不帅只能说楼主老老实实换目标吧 喜欢一个不喜欢你的人只会失败的很惨,醉之清明,Gender.MALE,0,0,上海
删了后后面加你说句我想你了，立马舔回来，立贴为证。,ww5860523,Gender.MALE,0,0,陕西
3,凋谢的花朵gg,Gender.MALE,0,0,山东
3,abc今天没吃药,Gender.FEMALE,0,0,重庆
3,vI0LET_,Gender.UNKNOWN,0,0,四川
3,vI0LET_,Gender.UNKNOWN,0,0,四川
3,vI0LET_,Gender.UNKNOWN,0,0,四川
3,vI0LET_,Gender.UNKNOWN,0,0,四川
真追15年我是女的只要不是处都给你一次了,鱿鱼串串烧哥,Gender.MALE,0,0,浙江
你后来就别废话了，她态度很明确，你这也就是最后的倔强，当然你喜欢了15年我是真的对你感到悲哀，不过你可以去寻找别人了，不用在一个树上吊死了,,Gender.MALE,0,0,河北
3,iamP吸,Gender.UNKNOWN,0,0,广东
3,快猫鸡鸡男,Gender.MALE,0,0,江苏
3,快猫鸡鸡男,Gender.MALE,0,0,江苏
3,250斤爱玩原神,Gender.UNKNOWN,0,0,安徽
r,快猫鸡鸡男,Gender.MALE,0,0,江苏
3,最常用CPU,Gender.MALE,0,0,天津
3,,Gender.UNKNOWN,0,0,广东
我有个问题，白月光是指年少喜欢的人还是年少谈过的人,,Gender.MALE,0,0,湖北
年少喜欢的人,白月红日光啊,Gender.UNKNOWN,0,0,
年少暗恋的人,ghubgu,Gender.UNKNOWN,0,0,
不知道，没有白月光,季白以拾肆,Gender.UNKNOWN,0,0,
年少时喜欢，无疾而终，很多年过去依然遗憾的…,陛楯者,Gender.UNKNOWN,0,0,
跟老娘们一样怪不得把你当备胎,LOVE王沫凡,Gender.MALE,0,0,湖南
3,暗clhy96,Gender.MALE,0,0,浙江
"说实话，光靠签到升级太慢了。
所以我就复制了这段话
遇贴就回一次最少也得15经验值
而且还能保证你的帖子不沉
最重要的是可以和楼主混个眼熟",哥哥哥哥地方,Gender.UNKNOWN,0,0,江西
🤡,阿卡oba,Gender.MALE,0,0,河南
别人都站起来蹬了，你还你删我我不删你呢,night_end231,Gender.MALE,1,0,辽宁
3,误会我林敏,Gender.UNKNOWN,0,0,北京
好,赵四61,Gender.MALE,0,0,北京
3,赵四61,Gender.MALE,0,0,北京
3,赵四61,Gender.MALE,0,0,北京
3,赵四61,Gender.MALE,0,0,北京
咋喜欢了15年啊 不能个位数年龄就开始喜欢人家吧,小匪很忙,Gender.MALE,0,0,重庆
🤡的自我修养,,Gender.MALE,0,0,安徽
3,,Gender.UNKNOWN,0,0,广东
你他🐎这也叫硬气啊？,最爱hehehe8,Gender.UNKNOWN,0,0,四川
舔狗舔狗，舔到最后一无所有,能不能犯点二,Gender.MALE,0,0,福建
@jdjsjnsm ,lhhhhhhhhz,Gender.MALE,0,0,陕西
我很好奇一点，你对她的了解到底有多少，别舔了十几年最后连他喜欢什么都不知道,31646k,Gender.UNKNOWN,1,0,广东
楼主这么现充，何必这么纠结一个人呢？感觉女方也很好，不会因为你的上头而同意。你们关系还不错可能就她喜欢你但不是爱你。我个人感受，在双方互相有好感，喜欢的时候会谈恋爱，如果在此感情基础上再进一步（喜欢到了极点但还不是爱？）反而会因为谈了恋爱怕失去不会谈恋爱，并且在此有过拒绝后，感情的升温也会停滞，很难上升到爱的地步。理智的爱很好很值得去实践，但是这样不会说你会可以很容易的谈上恋爱。以上纯个人观点。希望楼主可以多看看其他人，首先理智，其次大胆的多和他人接触，理智的接受他人的追求。,YanFeiDexiaomi,Gender.UNKNOWN,0,0,山东
3,,Gender.MALE,0,0,上海
3,苹果桃子香蕉橘,Gender.FEMALE,1,0,新疆
3,苹果桃子香蕉橘,Gender.FEMALE,0,0,新疆
3,苹果桃子香蕉橘,Gender.FEMALE,0,0,新疆
3,苹果桃子香蕉橘,Gender.FEMALE,0,0,新疆
33,恩匹希酱,Gender.MALE,0,0,浙江
说白了就是不喜欢你，要么你家庭条件不好，要么你长得不行就这么简单,花非花biu,Gender.MALE,0,0,陕西
好样的，楼主，祝福你以后会更好。,未妨惆怅lz,Gender.MALE,0,0,新疆
因为你是纯🤡，人家姑娘果断明确的拒绝了你，说了不跟你谈，你还死缠烂打，装着多深情一样舍不得删别人让别人删你，你就跟那马路上破防的小孩，大吵大闹，没有一点男人该有的果断决策，你要是一句话不吭直接删除，人家妹妹大概率还会觉得你性格果断利落，会回来找你，追女生不是舔，是去吸引，你多健身，多看书，少说点批话，学着如何说话幽默去吸引女生，这才能追上心仪的女生，而不是被拒绝了以后搁这话密破防互删,,Gender.MALE,2,0,新疆
🤡,Jerbang2233,Gender.MALE,0,0,浙江
你能放下我吃,英勇的队长,Gender.MALE,0,0,河南
3,Kicjmjb,Gender.MALE,0,0,江苏
3,阿强努力变香,Gender.UNKNOWN,0,0,山东
3,阿强努力变香,Gender.UNKNOWN,0,0,山东
3,阿强努力变香,Gender.UNKNOWN,0,0,山东
3,阿强努力变香,Gender.UNKNOWN,0,0,山东
纯,打火机健健康康,Gender.MALE,0,0,山西
你这种就是纯沙比，硬气一回“你把我删了吧，不想在梦到你”，好像尼玛你没有手一样，快回扑克牌里吧，你不在小老二都当老大了,DANGER丨,Gender.MALE,0,0,浙江
拿好你的身份证和复印件,鲜于虺蝮,Gender.MALE,0,0,浙江
3,,Gender.MALE,0,0,江西
删个人磨磨唧唧的，还想别人挽留你，装什么装,An北回归线,Gender.UNKNOWN,0,0,广东
快马加编,河神860,Gender.UNKNOWN,0,0,广东
说真的，你这些话，让对面删你，让我看着更,不拿呐昊,Gender.UNKNOWN,0,0,英国
3,雒常喝茶摘无羽,Gender.MALE,0,0,四川
一眼消愁，打的字也是逆天《谈不谈》《说话》《说！！！》,还没吃要一起吗,Gender.MALE,0,0,广东
楼主真的是小丑竞选，只能你当大王扑克牌大王不印你样子我不玩第一张图说得好像有多决绝似的，尼玛后面人女生说了不谈，你还真硬气说做不做我女朋友的，说句话，霸道总裁爱了，像个看小说的小学生,剑气长城猛字楼,Gender.MALE,0,0,广西
不🥴想🥴再🥴梦🥴到🥴你🥴了🥴,nhgtnbn,Gender.MALE,2,0,黑龙江
废物东西1,绿豆粥好好喝哦,Gender.FEMALE,0,0,湖南
p话真多,千风的形见,Gender.UNKNOWN,0,0,四川
别讲故事，赶紧分。,y4697860,Gender.MALE,0,0,广西
软成这b扬了🤡,swqzjbs,Gender.MALE,0,0,江苏
更小丑了,呼噜Zzz375,Gender.MALE,0,0,江苏
删就完事了，果断一点,家里呵呵久久,Gender.MALE,0,0,广东
你要是硬气，就删了她,哦是那女的,Gender.FEMALE,0,0,四川
3,Excusennmmnnnn,Gender.MALE,0,0,福建
逃避,好想起舞,Gender.MALE,0,0,广东
舔狗,9527東离,Gender.UNKNOWN,0,0,陕西
你是真的老缠，我要是女的我看到你这种我都害怕,,Gender.FEMALE,0,0,浙江
你说的下狠心是假的，别连自己都骗。丢给她一句，“再见！”删个干净，重新面对自己，开始新的生活，如果有缘她会回来找你，但是只要是你主动，必定舔狗！,小靖458106345,Gender.MALE,0,0,山西
fw,竹之花06,Gender.FEMALE,0,0,北京
祝大家都能找到 慢热，有纹身，爱旅行，爱探店，爱美食，有弟弟，爹妈在农村没社保，待业在家准备考公的小仙女,愚昧GGGGGGG,Gender.MALE,0,0,北京
3,樱木248,Gender.MALE,0,0,浙江
有人看乐子，有人照镜子🤡,啛啛喳喳662,Gender.MALE,0,0,河南
我不信,夏木川阳,Gender.MALE,0,0,浙江
还是，你自己删不了？,头痛把嘴捂,Gender.MALE,0,0,广东
给你丑完了,AAC123456ok,Gender.MALE,0,0,陕西
真是小丑啊，真是卑微啊。直接删了啊，说这么多废话干嘛？？,Qq1761001010,Gender.MALE,1,0,江西
弱子楼主,寒夜霓煌,Gender.MALE,1,0,上海
小丑🤡,路那饿天,Gender.MALE,0,0,广东
不知所谓的小丑,年华似水忆水,Gender.UNKNOWN,0,0,北京
3,,Gender.MALE,0,0,山西
一只呲牙咧嘴的🐢,殇芒角神,Gender.MALE,0,0,北京
该放下就放下 她对你没感觉 你再使劲也没用 除非你特别有钱,奇奇神酒,Gender.MALE,0,0,辽宁
3,alskdjdhgvvv,Gender.MALE,0,0,广东
3,mk13067553861,Gender.UNKNOWN,0,0,重庆
我希望全天下都可以找到幸福，唯独你不许，看你这种🐢找到幸福我浑身难受,djsjdjhdajjdcj,Gender.MALE,2,0,江苏
"哥们，看了你的帖子，我曾经也和你一样喜欢小学女孩子10来年，从最开始的一起上下学，一起玩耍，一起打闹，然后初中以后我去了外地，高中为了和她一个学校我去读了技校，但是心里还是默默的喜欢，也曾经经常梦到她，也曾以为世界上非她不可，中间也发生了和你一样的弯弯绕绕的故事。
直到接触社会以后，遇到现在的妻子，才会发现世界上并没有非她不可的事情，喜欢的只是她从小陪伴的时光，执着的是自己十几年的爱念，执着于自己为什么没有成功，当你投入过大，你就会更加的舍不得放弃。有一句话很经典《初恋的甜美》就是初恋本人都不能打败。你现在需要的是多去接触外面的世界，然后遇上对的人，不要再对这段感情继续投入更多的精力了。",霜无奈,Gender.UNKNOWN,1,0,重庆
能舔10多年的？时间真长，这个时间长度，在舔✓里面也是精英了吧？封你为精英舔狗,精丿彩丶,Gender.UNKNOWN,2,0,北京
你真的是个👎🏻志,03zlzlpzl,Gender.MALE,0,0,广东
飞舞东西，要删就删，少整这些离别戏码，楼主眼中的自己是什么西格玛男人，在我看来只是自我陶醉的肖愁罢了,小海龟的哟,Gender.MALE,1,0,江苏
看的劳资尴尬的想 扣皮,太清无量天尊,Gender.MALE,0,0,浙江
3,Sshdbsi,Gender.MALE,0,0,陕西
dinner,小息孜孜,Gender.UNKNOWN,0,0,广东
你醒悟的有点迟，我好点，花了8年走到这一步，现在我孩子都能打酱油了，那位还没对象呢，我觉得我以前有点浪费生命,test_item,Gender.MALE,0,0,浙江
小丑,傻响呆响笨响,Gender.MALE,0,0,湖北
小丑，删了你也一样梦到她，这种完全没可能的自己却走不出来,敌羞吾去摩西塔,Gender.MALE,0,0,云南
小🐢男还放不下呢,橙子囧rz岁月,Gender.MALE,0,0,江苏
小丑,ljcxxxa,Gender.MALE,0,0,吉林
就非得最后再来一次是吧,鑫融房地产,Gender.UNKNOWN,0,0,山东
插一句。。女主从小到大反正从初中开始都有人追表达好感之类了吧，，那个男朋友也是他初中同学，，，真的，初中是最重要的，初中的同学我现在都在联系，，关系很好。,,Gender.MALE,1,0,湖北
初中最纯粹，我也有两个好哥们是初中的,,Gender.UNKNOWN,0,0,
你算了吧，连删都舍不得,芒果布丁008,Gender.MALE,0,0,广东
大家还想看或是了解什么，我会更的，，还有好多故事吧短时间记不住了,,Gender.MALE,0,0,湖北
太小丑了，不喜欢就算了女生碰到喜欢的男生主动的你不认识，👖都随便脱。,Neilyo哟哟油,Gender.UNKNOWN,0,0,
你上贴吧博同情来的？人家不喜欢你为什么道德绑架人家,安安安排上课,Gender.UNKNOWN,0,0,
还是得安慰下，像我这种人真的觉得谈恋爱麻烦,曼风飘向马德里,Gender.MALE,0,0,四川
你是真小丑,伫听寒风,Gender.UNKNOWN,0,0,吉林
照镜子了，初中第一个同桌。感觉纯纯自我感动，当年年纪小完全不知道怎么和人处好关系，想了解也没机会。暗恋没暴露前还算正常，虽然很少聊天，之后基本跟躲着我一样，线上聊天也是。用我另一个朋友的话，她一直觉得我俩是平行线。唉，难受，简直是自我感动自我折磨。,风的雨666,Gender.MALE,0,0,湖南
还折磨女生，好多年了,风的雨666,Gender.MALE,0,0,湖南
小丑王能不能滚啦,null_F,Gender.MALE,0,0,广东
我和她没有重合的圈子。。。谁小学同学还一直玩。。,,Gender.MALE,0,0,湖北
我，老家一直玩的好兄弟好多都是小学认识的，放假回家就好几个人出来溜达上网吃饭，从小玩到大,,Gender.UNKNOWN,0,0,
我也不知道为啥有这样的执念，,,Gender.MALE,2,0,湖北
gkdgkd,四十四是小童鞋,Gender.UNKNOWN,0,0,
十几年人家应该也谈了不少了 就是不找你 你就是一个小丑表演,安妮的按摩器,Gender.UNKNOWN,0,0,
有执念又怎样呢？放心里就好了，十几年了她要是能看上你的话早都在一起了，她现在对你已经没有任何新鲜感了，更不可能在一起了,课题歌,Gender.UNKNOWN,0,0,
情窦初开，然后就变成了执拗，画地为牢了,厉轩杒,Gender.UNKNOWN,0,0,
"
战火永不停歇，而争斗永世长存！",fgo迦摩,Gender.FEMALE,0,0,上海
纯纯的舔狗,我是一缕小小草,Gender.MALE,0,0,湖南
15年？物种多样性,流水·云外音,Gender.FEMALE,0,0,广东
小丑,刘昀飞,Gender.MALE,0,0,浙江
本来以为是，没想到是挠谭,大2的萨比,Gender.MALE,0,0,广西
给你丑完了,exo52013144433,Gender.MALE,0,0,四川
这是真小丑,凉凉寄了,Gender.MALE,0,0,福建
3,爱薇__,Gender.MALE,0,0,山东
天下第一惨,喜欢推理的孩子,Gender.MALE,0,0,江苏
纯纯小丑🤡🤣，你只有一个办法反杀她,让我哭红了眼,Gender.MALE,0,0,江苏
舔狗,a1310395014,Gender.MALE,0,0,江苏
装什么纯爱受害者呢 纯纯小丑自以为自己很有价值 实际上是根🪶,5555w13,Gender.MALE,0,0,四川
🤣👉🤡,等我都不是,Gender.MALE,0,0,江苏
越是急着删越是说明难以面对无地自容,在天上的北瓜,Gender.MALE,0,0,山东
赌楼主还会加回来的,幻象大鬼,Gender.MALE,0,0,海南
🤡,我现在火氣很大,Gender.UNKNOWN,0,0,江苏
🐢男一个，删好友还让对方来,prince神胤屿夜,Gender.UNKNOWN,0,0,河南
那就找一个爱你的，这段情就放在心底吧,千军不弃,Gender.MALE,0,0,广东
你有点小丑,slagzh,Gender.MALE,0,0,江苏
15年？ 上她者不知多少人了,mantisrei,Gender.MALE,0,0,上海
简简单单动一下手指直接删掉就行了，逼逼一大堆话还是的幻想，还不是妄想感动自己以退为进的废物。,源自1725,Gender.MALE,0,0,广东
3,礼马被人袈裟了,Gender.MALE,0,0,江苏
快进到在吗？我在我一直在🤡,GTMD策划,Gender.UNKNOWN,0,0,湖南
老东西,君末丶君陌,Gender.MALE,0,0,美国
他应该还不讨厌你，不然早把你删了，或者不会回复你了，我觉得你应该多多培养自己的兴趣爱好，变得更优秀，展现自己，可以通过朋友圈等方式，这样才可能让他喜欢上你，你一直舔只会让自己的形象越来越差,xahw555,Gender.MALE,0,0,湖北
鬼鬼，🐢啊,灰集小宁,Gender.MALE,0,0,江苏
你为什么不主动删？飞舞,点赞三连,Gender.MALE,0,0,广东
就你这种她在床上都懒得喊你名字,等我都不是,Gender.MALE,1,0,江苏
和你差不多 追了个女生三年 也是彻底放下了 喜欢一个人的时候确实会感到有点自卑 感觉缺爱一样 明明哥们住别墅的 开保时捷 整的还天天小心翼翼 受不了了 摊牌了 不联系了 现在天天还是挺开心的 抖音随便聊了个妹妹 五月份来找我捏,陈小二m,Gender.MALE,0,0,湖北
3,麟深见鹿,Gender.MALE,0,0,湖北
3,麟深见鹿,Gender.MALE,0,0,湖北
3,麟深见鹿,Gender.MALE,0,0,湖北
3,麟深见鹿,Gender.MALE,0,0,湖北
3,麟深见鹿,Gender.MALE,0,0,湖北
对着再打最后一次,doodp,Gender.MALE,0,0,重庆
3,焌焺,Gender.MALE,0,0,广东
你网上聊个够吧啊，直接去找她,心悦君兮悦君知,Gender.MALE,0,0,河北
弄那么麻烦干嘛，直接给票子约几k不行就几w，玩完你就没滤镜了,happy天晓羽,Gender.UNKNOWN,0,0,四川
别想那么多。头像，快活一天是一天,你就像一阵火,Gender.MALE,0,0,江西
fw,z358067729,Gender.MALE,0,0,江苏
女人喜欢你都是两眼放光，主动得很,毅颗烟,Gender.FEMALE,0,0,湖北
3,,Gender.MALE,0,0,江苏
🤡,送葬者phc,Gender.MALE,0,0,山东
喜欢写作文，纯,喜宝saber,Gender.MALE,0,0,广东
我不删你？后面还要继续舔,小婧琳的老爹,Gender.UNKNOWN,0,0,四川
别处说早啊，你处说晚安,762089744,Gender.FEMALE,0,0,广东
楼主别急，我刚看到有个更傻的,真红的熊猫,Gender.MALE,0,0,广东
楼主别急，我刚看到有个更傻的,真红的熊猫,Gender.MALE,0,0,广东
🤮,2B的文艺青骚年,Gender.MALE,0,0,浙江
这种就是明显实力不行，不是什么对方把爱情看淡这种狗屁不通的原因,Brother__春,Gender.MALE,0,0,上海
你和他说不和你谈可以 那能不能和你做 py 关系也行,了我哦我,Gender.MALE,0,0,广东
你15年坚持每天用她的生日买彩票中头奖拿下她的几率都比你这硬吊15年高,玩源氏玩的,Gender.FEMALE,0,0,江苏
只是不喜欢你而已,Fuoloauto,Gender.FEMALE,0,0,湖北
太丑了好厚米，不过能说出就很不容易了，鼓励一下,野旷月近人,Gender.MALE,0,0,山东
典型的，人家要真喜欢你还能让你等这么久？还让人家快点把你删了，说白了就是自己不敢担删了的后果怕真没关系了，人家不肯删你是不是你心里还有点小确幸？,25xxxx8,Gender.UNKNOWN,1,0,福建
先别删，推给我，成了之后我会让你帮忙推屁股的,,Gender.MALE,0,0,江苏
嘿嘿我也不知道,你好娄兵,Gender.MALE,0,0,湖北
太小丑了，就算成了也是互相折磨,信仰无悔,Gender.MALE,0,0,广东
都给你丑完了,s波罗,Gender.UNKNOWN,0,0,贵州
人家明确拒绝你了，只是怕伤到你，所以说是自己的问题，你再纠缠也没用的。强扭的瓜不甜，放过她也放过自己，换目标吧，排骨虽好吃，但龙虾真的就不香吗,曦曦魔衣橱,Gender.MALE,0,0,湖北
3,18157270306jh,Gender.MALE,0,0,浙江
3,18157270306jh,Gender.MALE,0,0,浙江
3,春风化雨孟,Gender.MALE,0,0,陕西
3,18157270306jh,Gender.MALE,0,0,浙江
3,18157270306jh,Gender.MALE,0,0,浙江
3,18157270306jh,Gender.MALE,0,0,浙江
舔到最后一无所有,sha521why,Gender.MALE,0,0,山东
让人一见钟情是挺难，但是十五年都没能让她动心，多半楼主每天都在表演马戏吧,小行星际猫头鹰,Gender.MALE,0,0,新疆
那故事仓促结束不到气绝便已安葬，教心里有道不解的咒无法释放,姝屻兓棰,Gender.UNKNOWN,0,0,四川
感觉她都不是很想理你🤡,X糖果雨,Gender.FEMALE,0,0,广东
你的头像告诉我你只是想曹丕了,Jieyai,Gender.MALE,0,0,广东
3,悟滔大鸿儒,Gender.UNKNOWN,0,0,江苏
你是长得有多愁啊,chaoyuansan,Gender.MALE,0,0,四川
+3,,Gender.UNKNOWN,0,0,广东
你就fatabook？,westlee22,Gender.FEMALE,0,0,广西
3,Z1037122904L,Gender.MALE,0,0,湖北
兄弟，我说个笑话。我小学同学谈的好好的，然后发现她男朋友和别的女生勾搭上了，现在大学期间她直接来找我，说小学时我们互相喜欢过要和我谈但我没谈过，当时问她是不是找我来气她男友的，她说不是我还真信了，写个小作文跟她表白然后被发好人卡，之后我就醒悟了，感觉我是他们play的一环之后就没理她了。最近她又来找我，起因是她前男友找她借1000块但她还真给了，然后她叫她前男友帮她写毕业论文，还真帮了，我问她是不是想和前男友复合，她说绝对不可能了就一直说什么和我结婚后怎么怎么样，她说的三观确实在当今女生中算好的了，不要彩礼都可以，但要个房子贷款都必须上，这个我可以接受。你们说她真心的概率大吗？,,Gender.UNKNOWN,0,0,安徽
3,Z1037122904L,Gender.MALE,0,0,湖北
3,Z1037122904L,Gender.MALE,0,0,湖北
3,Z1037122904L,Gender.MALE,0,0,湖北
3,Z1037122904L,Gender.MALE,0,0,湖北
3,Z1037122904L,Gender.MALE,0,0,湖北
认识的一个姑娘，有一个两家关系很好的发小，特别喜欢她，但是不喜欢那个小伙，追了十来年，最后是大学空窗期当了一阵名义上的男友，啥都没做，这么多年成不了就说明姑娘get不到你的颜值、气质，不合适，别硬求。,爱音乐的幻影,Gender.MALE,1,0,北京
3,STRAWqwq,Gender.FEMALE,0,0,山东
3,zhanjh8848,Gender.UNKNOWN,0,0,江西
3,zhanjh8848,Gender.UNKNOWN,0,0,江西
3,zhanjh8848,Gender.UNKNOWN,0,0,江西
《硬气》,野生哲,Gender.MALE,0,0,河南
3,李世杰5532177,Gender.MALE,0,0,山西
3,李世杰5532177,Gender.MALE,0,0,山西
3,李世杰5532177,Gender.MALE,0,0,山西
3,李世杰5532177,Gender.MALE,0,0,山西
3,李世杰5532177,Gender.MALE,0,0,山西
第一张图就把我逗乐了还你删我吧，搞的跟深情告别一样,乄乄滅,Gender.MALE,0,0,湖北
废物,G00DB0Y_2024,Gender.FEMALE,0,0,浙江
你就是个舔狗,G00DB0Y_2024,Gender.FEMALE,0,0,浙江
打个交,,Gender.UNKNOWN,0,0,陕西
为啥我一直问吧，你们看，我感觉她很动摇还是我感觉错了。。我也想的挺远的，但觉得起码得在同一个城市。。。,,Gender.MALE,0,0,湖北
谈恋爱应该是个互相快乐的过程，你不觉得自己很卑微很痛苦吗,安安安排上课,Gender.UNKNOWN,0,0,
你小子还想先存档呢等结局不好就回到这个存档是吧,墨染锦年2001,Gender.UNKNOWN,0,0,
Save！！！Load！！！,yvreai,Gender.UNKNOWN,0,0,
3,寒28656657,Gender.MALE,0,0,江西
这是之前了记录，关于相亲啥了,,Gender.MALE,0,0,湖北
lz是放下了，还是只是一时在气头上才让对方删了你呢？其实会不会再梦到人家不是问题，比起不再提起这个人，我感觉提起她的时候就像谈论一件平凡的小事才算放下了,厉轩杒,Gender.UNKNOWN,0,0,
人家都把话说的这么明白了还搁着喜欢了15年呢，joker是制胜的王牌，而你我的朋友，你是真正的clown,六凡凡凡凡凡凡,Gender.MALE,0,0,山东
🤡,后宫助我,Gender.MALE,0,0,陕西
"你要是真放下了就不会删。而是很自然的慢慢疏远。
而且必须要谈恋爱吗。非得要搞那种形式上黏黏腻腻的虚伪关系吗。",池原沼太,Gender.MALE,0,0,云南
能不能别舔了，看的生理不适,雮搓皜鞝滌澕,Gender.MALE,0,0,江苏
但凡你带点脑子讲话都不至于十五年都拿不下,yvreai,Gender.MALE,0,0,湖南
如果你觉得他说的对你大∠有帮助，那就是对的,我不穿xxxl,Gender.UNKNOWN,0,0,山东
额,超级求生大神,Gender.MALE,0,0,广东
"
时间会留下对你最好的人",youxiu667788,Gender.MALE,0,0,江苏
楼楼多大？,dfasdf469,Gender.MALE,0,0,河南
我不删你,misaka丶1,Gender.FEMALE,0,0,北京
15年 比我还能忍,新司机小童鞋,Gender.MALE,0,0,浙江
好哥们，是真的吗别骗自己,692291990qq,Gender.MALE,0,0,广东
坚持时间好长呀，我高中喜欢过一个女的，表白了QQ上（感觉术太小了）。开始发了好人卡，但感觉感情微妙，后来一起玩一起聊天的话也正常，但我说完就没弄过啥，对方应该也是。毕业后就聊过几次就没聊过了，后来也聊过一次两次的，发现没啥感觉。也邀过我打游戏（这我一般不会同意的，我不喜欢不见面打游戏），现在已经7 年了，感觉挺正常的。反正如果说进一步反而会怪怪的，都认为熟了再好在一起，但我的想法是相反的，我对熟的没啥感觉,,Gender.UNKNOWN,0,0,河南
品鉴完毕，纯小丑🤡,冷眼笑你短,Gender.UNKNOWN,0,0,云南
3,,Gender.UNKNOWN,0,0,湖北
3,,Gender.UNKNOWN,0,0,湖北
3,,Gender.UNKNOWN,0,0,湖北
厌蠢症犯了,,Gender.MALE,0,0,湖南
"爱让人失去很多让人成长，其实看到现在这个时代不论深情还是痴情还是一味的自我感动去追一个爱而不得的好女孩坏女孩都被人封上一个小丑的名号,很不痛快，吧里最近几年低龄化也是一方面原因，那些无情嘲笑看乐子的其实每个人都渴望一份真挚的海枯石烂的爱情，很难得，爱吗，谈了几千了没人能谈懂。当你真的爱上一个好女孩，你会包容她不越过底线的一切，不会在乎别人的嘲笑，楼主分享出来说是给吧友找乐子，更多是想给自己找些慰藉，放下了吗？真放下了吗？只有自己知道了",go云朵啊啊啊啊,Gender.UNKNOWN,0,0,山东
不喜欢你罢了，喜欢的三天就给了,z26198,Gender.UNKNOWN,0,0,浙江
顺其自然，缘起性空,韵韵妹丶,Gender.FEMALE,0,0,澳大利亚
3,伯符29,Gender.MALE,0,0,云南
3,伯符29,Gender.MALE,0,0,云南
3,伯符29,Gender.MALE,0,0,云南
3,伯符29,Gender.MALE,0,0,云南
3,,Gender.FEMALE,0,0,广东
3,,Gender.FEMALE,0,0,广东
3,,Gender.FEMALE,0,0,广东
3,,Gender.FEMALE,0,0,广东
33,,Gender.MALE,0,0,江西
太尬了，不敢看,,Gender.MALE,0,0,江苏
傻子,nmslzzz1,Gender.UNKNOWN,0,0,陕西
3,叶子的小秘密,Gender.MALE,0,0,广东
若只，，,Yc丶Carek,Gender.MALE,0,0,山东
